,name,brand,chipset,chipset_gen,ram,ram_max,vga,storage_type,storage,os,screen_size,webcam,weight,price
27,Laptop Dell Inspiron 3530 i3U085W11BLU (Core i3 1305U/ 8GB/ 512Gb SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home + Office Student/ Black/ Vỏ nhựa/ 1 Year),Dell,Intel,i3,8.0,16.0,intel,SSD,512,Windows 11,15.0,1,1.66,13299000 
28,Laptop Lenovo V14 G4 IRU 83A0000RVN (Core i7 1355U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ NoOS/ Iron Grey/ Vỏ nhựa/ 2 Year),Lenovo,Intel,i7,16.0,16.0,intel,SSD,512,NoOS,14.0,1,1.41,19690000 
29,Laptop Lenovo V14 G4 IRU 83A0A09KVN (Core i5 13420H/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ NoOS/ Iron Grey/ ABS/ 1 Year),Lenovo,Intel,i5,16.0,24.0,intel,SSD,512,NoOS,14.0,1,1.43,13490000 
30,Laptop Asus Vivobook 15X OLED M3504YA-L1332W (Ryzen 7 7730U/ 16GB/ 512GB SSD/ AMD Radeon Graphics/ 15.6inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm),Asus,AMD,Ryzen 7,16.0,32.0,amd,SSD,512,Windows 11,15.0,1,1.4,18990000 
31,Laptop Acer Aspire A715 76 728X NH.QGESV.008 (Core i7 12650H/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Black/ Hợp kim nhôm/ 1 Year),Acer,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,15.0,1,2.1,20490000 
32,Laptop HP ProBook 440 G10 873C1PA (Core i7 1360P/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch FHD TouchScreen/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i7,16.0,64.0,intel,SSD,512,Windows 11,14.0,1,1.38,27490000 
33,Laptop Lenovo ThinkPad T14 GEN 4 (Core i7 1360P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch WUXGA/ NoOS/ Black/ Carbon Fiber/ 3 Year),Lenovo,Intel,i7,16.0,48.0,intel,SSD,512,NoOS,14.0,1,1.36,34990000 
34,Laptop Lenovo ThinkPad T16 G2 21HH003PVA (Core i7 1355U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 16.0inch WUXGA/ NoOS/ Black/ Carbon Fiber/ 3 Year),Lenovo,Intel,i7,16.0,32.0,intel,SSD,512,NoOS,16.0,1,1.67,34089000 
35,Laptop Lenovo IdeaPad Slim 5 16IMH9 OLED 83DC001SVN (Ultra 7 155H/ 32GB/ 512GB SSD/ Intel Arc Graphics/ 16.0inch 2K/ Windows 11 Home/ Cloud Grey/ Vỏ nhôm/ 2 Year),Lenovo,Ultra,7,32.0,32.0,intel,SSD,512,Windows 11,16.0,1,1.82,26990000 
36,Laptop Asus Vivobook 15 OLED A1505VA-L1491W (Core i7 13700H/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch FHD OLED/ Windows 11 Home/ Silver),Asus,Intel,i7,16.0,24.0,intel,SSD,512,Windows 11,15.0,1,1.7,22990000 
37,Laptop Asus Vivobook 14 X1404ZA-NK389W (Core i7 1255U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver),Asus,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,17990000 
38,Laptop HP ProBook 450 G10 9H1N5PT (Core i5 1335U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.4,22590000 
39,Laptop Asus Zenbook 14 OLED UX3405MA-PP151W (Ultra 5 125H 1.2GHz/ 16GB/ 512GB SSD/ Intel Arc Graphics/ 14.0inch 3K/ Windows 11 Home/ Blue),Asus,Ultra,5,16.0,16.0,intel,SSD,512,Windows 11,14.0,1,1.4,29990000 
40,Laptop Acer Aspire A515-58P-71EJ NX.KHJSV.00A (Core i7 1355U/ 16GB/ 1TB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Gray/ Vỏ nhôm/ 1 Year),Acer,Intel,i7,16.0,16.0,intel,SSD,1024,Windows 11,15.0,1,1.7,20490000 
41,Laptop Lenovo Legion Gaming 5 16IRX9 83DG004YVN (Core i7-14650HX/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Storm Grey/ Aluminium/ 2 Year),Lenovo,Intel,i7,16.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,2.5,41990000 
42,Laptop Lenovo ThinkPad X13 GEN 4 (Core i7 1360P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 13.3inch WUXGA/ NoOS/ Black/ Carbon Fiber/ 3 Year),Lenovo,Intel,i7,16.0,16.0,intel,SSD,512,NoOS,13.0,1,1.12,34990000 
43,Laptop Acer Aspire A715 76 53PJ NH.QGESV.007 (Core i5 12450H/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Black/ 1 Year),Acer,Intel,i5,16.0,64.0,intel,SSD,512,Windows 11,15.0,1,2.1,16990000 
44,Laptop Acer Gaming Nitro ANV15 51 55CA NH.QN8SV.004 (Core i5 13420H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ 1 Year),Acer,Intel,i5,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.1,27990000 
45,Laptop Lenovo ThinkPad L15 G2 20X300FHVN (Core i5 1135G7/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Pro/ Black/ Aluminium/ 3 Year),Lenovo,Intel,i5,8.0,64.0,intel,SSD,512,Windows 11,15.0,1,1.4,26990000 
46,Laptop Lenovo IdeaPad Slim 5 16IMH9 OLED 83DC001RVN (Ultra 5 125H/ 16GB/ 512GB SSD/ Intel Arc Graphics/ 16.0inch 2K/ Windows 11 Home/ Cloud Grey/ Vỏ nhôm/ 2 Year),Lenovo,Ultra,5,16.0,16.0,intel,SSD,512,Windows 11,16.0,1,1.82,22990000 
47,Laptop HP Envy X360 13-bf0114TU 7C0P0PA (Core i5 1230U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 13.3inch OLED Touch/ Windows 11 Home/ Silver/ Vỏ nhôm/ Pen),HP,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,13.0,1,1.34,28790000 
48,Laptop Acer Aspire A315 59 38PG NX.K6TSV.00A (Core i3 1215U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhựa/ 1 Year),Acer,Intel,i3,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.7,11990000 
49,Laptop Dell Latitude L54401335U08512G (Core i5 1335U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ NoOS/ Grey/ Aluminium/ 1 Year),Dell,Intel,i5,8.0,64.0,intel,SSD,512,NoOS,14.0,1,1.36,25990000 
50,Laptop Lenovo ThinkPad Z13 G2 21JV001KVN (Ryzen 7 Pro 7840U/ 32GB/ 1TB SSD/ AMD Radeon 780M Graphics/ 13.3inch WUXGA Touch/ Windows 11 Pro/ Flax Fiber Bronze/ Flax Fiber + Aluminium/ 3 Year),Lenovo,AMD,Ryzen 7,32.0,32.0,amd,SSD,1024,Windows 11,13.0,1,1.29,51990000 
51,Laptop Acer Aspire A515 58M 56YX NX.KQ8SV.005 (Core i5 13420H/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Grey/ Nhôm/ 1 Year),Acer,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.4,17990000 
52,Laptop Acer Gaming Nitro V ANV15 51 72VS NH.QNASV.004 (Core i7 13620H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 2050 4GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ 1 Year),Acer,Intel,i7,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.5,25990000 
53,Laptop Lenovo ThinkBook 14 G6 IRL 21KG00BUVN (Core i7 13700H/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch WUXGA/ Windows 11 Home/ Grey/ Vỏ nhôm/ 2 Year),Lenovo,Intel,i7,16.0,64.0,intel,SSD,512,Windows 11,14.0,1,1.38,24190000 
54,Laptop Lenovo ThinkPad E16 GEN 1 (Core i5 1335U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 16.0inch WUXGA/ NoOS/ Black/ Aluminium/ 2 Year),Lenovo,Intel,i5,16.0,32.0,intel,SSD,512,NoOS,16.0,1,1.97,19990000 
55,Laptop Acer Aspire Gaming A715 43G R8GA NH.QHDSV.002 (Ryzen 5 5625U/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ 1 Year),Acer,AMD,Ryzen 5,8.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.1,17790000 
56,Laptop Dell Latitude L54401355U16512G (Core i7 1355U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ NoOS/ Grey/ Aluminium/ 1 Year),Dell,Intel,i7,16.0,64.0,intel,SSD,512,NoOS,14.0,1,1.36,32990000 
57,Laptop Dell Latitude L73401335U16512G (Core i5 1335U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 13.3inch Full HD+/ NoOS/ Grey/ Aluminium/ 3 Year),Dell,Intel,i5,16.0,16.0,intel,SSD,512,NoOS,13.0,1,1.15,36490000 
58,"Laptop Lenovo LOQ Gaming 15IRX9 83FQ0005VN (Core i5 12450HX/ 16GB/ 512GB SSD/ Intel Arc A530M 4GB/ 15.6inch Full HD/ Windows 11 Home/ Luna Grey/ PC + ABS (Top), PC + ABS (Bottom)/ 2 Year)",Lenovo,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,15.0,1,2.38,21990000 
59,Laptop Lenovo IdeaPad Slim 5 14IMH9 OLED 83DA001NVN (Ultra 5 125H/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch WUXGA/ Windows 11 Home/ Grey/ Vỏ nhôm/ 2 Year),Lenovo,Ultra,5,16.0,16.0,intel,SSD,512,Windows 11,14.0,1,1.46,21990000 
60,Laptop Lenovo Legion Gaming 5 Pro 16IRX9 83DF0047VN (Core i9-14900HX/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Storm Grey/ Aluminium/ 3 Year),Lenovo,Intel,i9,32.0,32.0,nvidia,SSD,1024,Windows 11,16.0,1,2.5,48990000 
61,Laptop Lenovo Legion Gaming 5 16IRX9 83DG004XVN (Core i7-13650HX/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Storm Grey/ Aluminium/ 2 Year),Lenovo,Intel,i7,16.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,2.5,40990000 
62,"Laptop Lenovo LOQ Gaming 15IRX9 83GS001RVN (Core i5 12450HX/ 12GB/ 512GB SSD/ Nvidia GeForce RTX 3050 6Gb GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Luna Grey/ PC + ABS (Top), PC + ABS (Bottom)/ 2 Year)",Lenovo,Intel,i5,12.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.38,22490000 
63,Máy tính xách tay Apple Macbook Air MLY13SA/A (M2 8-core CPU/ 8Gb/ 256GB/ 8 core GPU/ Starlight),Apple,Apple,M2,8.0,32.0,intel,SSD,256,Mac OS,13.0,1,1.4,31990000 
64,Laptop Lenovo ThinkBook 14 G4 IAP (Core i7 1255U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Grey/ Vỏ nhôm/ 2 Year),Lenovo,Intel,i7,8.0,40.0,intel,SSD,512,Windows 11,14.0,1,1.4,19290000 
65,Laptop Dell Vostro 3420 71003348 (Core i5 1235U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home + Office Student/ Titan Grey/ 1 Year),Dell,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,14.0,1,1.49,15990000 
66,Laptop Lenovo Yoga 7 14IRL8 82YL006BVN OLED (Core i7 1360P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch WUXGA Touch/ Windows 11 Home + Office Student/ Grey/ Vỏ nhôm/ Pen/ 3 Year),Lenovo,Intel,i7,16.0,16.0,intel,SSD,512,Windows 11,14.0,1,1.49,28990000 
67,Laptop Apple Macbook Air MXCV3SA/A (Apple M3 8 Core CPU/ 16GB/ 512GB/ 10 core GPU/ Midnight),Apple,Apple,M3,16.0,32.0,intel,SSD,512,Mac OS,13.0,1,1.4,20990000 
68,Laptop Lenovo Legion Gaming 5 Pro 16IRX9 83DF0046VN (Core i9-14900HX/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4070 8GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Storm Grey/ Aluminium/ 2 Year),Lenovo,Intel,i9,32.0,32.0,nvidia,SSD,1024,Windows 11,16.0,1,2.5,55990000 
69,Laptop Acer Aspire A515 58M 79R7 NX.KQ8SV.007 (Core i7 13620H/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Grey/ Nhôm/ 1 Year),Acer,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.4,20990000 
70,Laptop Acer Gaming Nitro V ANV15 58 58AN NH.QNASV.001 (Core i5 13420H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 2050 4GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ 1 Year),Acer,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.5,21490000 
71,Laptop Lenovo ThinkPad T14 GEN 4 (Core i7 1355U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch WUXGA/ NoOS/ Black/ Carbon Fiber/ 3 Year),Lenovo,Intel,i7,16.0,48.0,intel,SSD,512,NoOS,14.0,1,1.36,32990000 
72,Laptop Lenovo ThinkPad T14S GEN 4 21F6007XVN TOUCH (Core i7 1355U/ 32GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch WUXGA Touch/ Windows 11 Pro/ Storm Grey/ Carbon Fiber/ 3 Year),Lenovo,Intel,i7,32.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.48,49990000 
73,Laptop Apple Macbook Pro 14 MR7J3SA/A (Apple M3 8 Core CPU/ 8GB/ 512GB/ 10 core GPU/ Silver),Apple,Apple,M3,8.0,32.0,intel,SSD,512,Mac OS,14.0,1,1.4,20990000 
74,Laptop Acer Aspire Gaming A515 58GM 59LJ NX.KQ4SV.001 (Core i5 13420H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 2050 4GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ Nhôm/ 1 Year),Acer,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,1.4,17690000 
75,"Laptop Lenovo LOQ Gaming 15IRX9 83DV000MVN (Core i5-13450HX/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Storm Grey/ PC + ABS (Top), PC + ABS (Bottom)/ 2 Year)",Lenovo,Intel,i5,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.4,28990000 
76,Laptop Dell Latitude 5440 42LT544002 (Core i5 1335U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ NoOS/ Grey/ Aluminium/ 3 Year),Dell,Intel,i5,16.0,64.0,intel,SSD,512,NoOS,14.0,1,1.36,30490000 
77,Laptop Dell Latitude 5520 (Core i5 1145G7/ 8GB/ 256GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ NoOS/ Grey/ Aluminium/ 1 Year),Dell,Intel,i5,8.0,32.0,intel,SSD,256,NoOS,15.0,1,1.59,17990000 
78,Laptop HP Pavilion 15-eg2087TU 7C0Q9PA (Core i3 1215U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver/ Hợp kim nhôm),HP,Intel,i3,8.0,32.0,intel,SSD,256,Windows 11,15.0,1,1.85,15290000 
79,Laptop HP 15s fq5161TU 7C0S2PA (Core i5 1235U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Blue),HP,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.69,18690000 
80,Laptop HP Pavilion 14-dv2077TU 7C0W3PA (Core i5 1235U/ 8GB/ 256GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Hợp kim nhôm),HP,Intel,i5,8.0,32.0,intel,SSD,256,Windows 11,14.0,1,1.4,18690000 
81,Laptop Asus TUF Gaming FX517ZM-HN480W (Core i7 12650H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 3060 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black),Asus,Intel,i7,8.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,1.4,33990000 
82,Laptop HP 14s dq5102TU 7C0Q1PA (Core i7 1255U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver),HP,Intel,i7,8.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.46,21590000 
83,Laptop HP Pavilion 15-eg2084TU 7C0Q6PA (Core i5 1240P/ 8GB/ 256GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Gold/ Hợp kim nhôm),HP,Intel,i5,8.0,32.0,intel,SSD,256,Windows 11,15.0,1,1.74,18790000 
84,Laptop HP Gaming Victus 16-d1193TX 7C138PA (Core i5 12500H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 16.1inch FHD/ Windows 11 Home/ Black),HP,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,2.46,27690000 
85,Laptop HP Gaming Victus 16-e1107AX 7C140PA (Ryzen 5 6600H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 16.1inch FHD/ Windows 11 Home/ Đen),HP,AMD,Ryzen 5,8.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,2.4,25490000 
86,Laptop Asus Vivobook X1404ZA-NK300W (Core i3 1215U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch WUXGA/ Windows 11 Home/ Blue),Asus,Intel,i3,8.0,16.0,intel,SSD,256,Windows 11,14.0,1,1.4,12990000 
87,Laptop HP ProBook 450 G10 873D3PA (Core i7 1355U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.74,27000000 
88,Laptop Asus Vivobook 14X OLED K3405ZF-KM086W (Core i5 12450H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 2050 4GB GDDR6/ 14.0inch 2.8K/ Windows 11 Home/ Silver),Asus,Intel,i5,16.0,32.0,nvidia,SSD,512,Windows 11,14.0,1,1.4,28000000 
89,Laptop MSI Gaming Cyborg 15 A12UDX-621VN (Core i5 12450H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ Vỏ nhựa/ Balo),MSI,Intel,i5,8.0,64.0,nvidia,SSD,512,Windows 11,15.0,1,1.98,19990000 
90,Laptop Asus Vivobook A415EA-EK2429W (Core i3 1115G4/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhôm),Asus,Intel,i3,8.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,14990000 
91,Laptop HP Pavilion 15-eg3112TU 8U6L9PA (Core i7 1355U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver/ Hợp kim nhôm),HP,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.69,23990000 
92,Laptop Asus Vivobook 16 M1605YA-MB303W (Ryzen 7 7730U/ 16GB/ 512GB SSD/ AMD Radeon Graphics/ 16.0inch WUXGA/ Windows 11 Home/ Silver/ Vỏ nhựa),Asus,AMD,Ryzen 7,16.0,40.0,amd,SSD,512,Windows 11,16.0,1,1.88,18490000 
93,Laptop HP 240 G10 8F134PA (Core i5 1335U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver),HP,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.4,18790000 
94,Laptop HP EliteBook 630 G9 6M142PA (Core i5 1235U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 13.3inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i5,8.0,32.0,intel,SSD,256,Windows 11,13.0,1,1.28,21190000 
95,Laptop HP ProBook 450 G9 6M0Z9PA (Core i7 1255U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.74,26990000 
96,Laptop HP ProBook 450 G9 6M0Y8PA (Core i5 1235U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 15.6inch/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i5,8.0,32.0,intel,SSD,256,Windows 11,15.0,1,1.74,20390000 
97,Laptop Asus Vivobook Pro 15 M6500QC-MA005W (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 15.6inch 2.8K/ Windows 11 Home/ Silver/ Vỏ nhôm),Asus,AMD,Ryzen 7,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,1.65,28990000 
98,Laptop LG Gram 17Z90Q-G.AH74A5 (Core i7 1260P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 17.0inch WQXGA/ Windows 11 Home/ White),LG,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,17.0,1,1.35,47990000 
99,Laptop HP Spectre 14-ef0030TU 6K773PA (Core i7 1255U/ 16GB/ 1TB SSD/ Intel Iris Xe Graphics/ 13.5inch 3K2K Touch/ Windows 11 Home/ Xanh đen/ Vỏ nhôm),HP,Intel,i7,16.0,32.0,intel,SSD,1024,Windows 11,13.0,1,1.36,51990000 
100,Máy tính xách tay Asus Vivobook M1403QA-LY023W (Ryzen 5 5600H/ 8GB/ 512GB SSD/ AMD Radeon Graphics/ 14.0inch WUXGA/ Windows 11 Home/ Blue/ Vỏ nhựa),Asus,AMD,Ryzen 5,8.0,24.0,amd,SSD,512,Windows 11,14.0,1,1.4,16490000 
101,Máy tính xách tay HP Pavilion 15-eg2057TU 6K787PA (Core i5 1240P/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver/ Hợp kim nhôm),HP,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.85,18990000 
102,Laptop Asus Vivobook X515EA-EJ3633W (Core i3 1115G4/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver),Asus,Intel,i3,8.0,24.0,intel,SSD,512,Windows 11,15.0,1,1.8,11990000 
103,Laptop Asus Vivobook Pro 15 OLED K6502VU-MA090W (Core i9-13900H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch 2.8K/ Windows 11 Home/ Silver/ Vỏ nhôm),Asus,Intel,i9,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,1.8,41990000 
104,Laptop Asus TUF Gaming FX506HF-HN014W (Core i5 11400H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 2050 4GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ Vỏ nhựa),Asus,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.3,21990000 
105,Laptop Asus TUF Gaming 15 FX507ZU4-LP520W (Core i7 12700H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey),Asus,Intel,i7,8.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.2,34990000 
106,"Laptop Asus Gaming ROG Strix G16 G614JI-N4084W (Core i7-13650HX/ 16GB/ 1TB SSD/ Nvidia GeForce RTX 4070 8GB GDDR6/ 16.0inch WQXGA, 240Hz/ Windows 11 Home/ Gun Metal/ Vỏ nhôm/ Balo)",Asus,Intel,i7,16.0,64.0,nvidia,SSD,1024,Windows 11,16.0,1,2.5,60990000 
107,Laptop MSI Modern 14 C11M-011VN (Core i3 1115G4/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Black/ Vỏ nhựa),MSI,Intel,i3,8.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.3,20990000 
108,Laptop HP Pavilion 15-eg2089TU 7C0R1PA (Core i7 1260P/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Gold/ Hợp kim nhôm),HP,Intel,i7,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.85,23990000 
109,Laptop Lenovo ThinkPad E16 GEN 1 21JN006AVA (Core i7 1355U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 16.0inch WUXGA/ NoOS/ Black/ Aluminium/ 2 Year),Lenovo,Intel,i7,16.0,40.0,intel,SSD,512,NoOS,16.0,1,1.97,25490000 
110,Laptop Lenovo ThinkPad X1 Carbon Gen 11 (Core i7 1355U/ 16GB/ 1TB SSD/ Intel Iris Xe Graphics/ 14.0inch 2.8K/ Windows 11 Pro/ Black Paint/ Carbon Fiber/ 3 Year),Lenovo,Intel,i7,16.0,16.0,intel,SSD,1024,Windows 11,14.0,1,1.12,50990000 
111,Laptop Lenovo ThinkPad X1 Carbon Gen 11 (Core i7 1355U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch WUXGA/ Windows 11 Pro/ Black Paint/ Carbon Fiber/ 3 Year),Lenovo,Intel,i7,16.0,16.0,intel,SSD,512,Windows 11,14.0,1,1.12,46990000 
112,Laptop Lenovo IdeaPad Slim 5 16IAH8 (Core i5 12450H/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 16.0inch WUXGA/ Windows 11 Home/ Cloud Grey/ Vỏ nhôm/ 3 Year),Lenovo,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,16.0,1,1.89,17490000 
