,name,brand,chipset,chipset_gen,ram,ram_max,vga,storage_type,storage,os,screen_size,screen_width,screen_height,screen_revolution,battery,webcam,weight,price,screen_full
127,Laptop Asus ROG Flow X16 GV601VV-NL016W (Core™ i9-13900H | Ram 16GB | 1TB SSD | RTX 4060 8GB | 16.0inch QHD+ 240Hz | Cảm ứng | Đi kèm bút | W11SL | Đen) ,Asus,Intel,i9,16.0,24.0,nvidia,SSD,1024,Windows 11,16.0,2560.0,1600.0,QHD,90.0,1,2.2,62990000.0,"2560 x 1600, WQXGA"
128,Dell Mobile Precision 5570 (Core i7-12800H | 32GB | 1TB | RTX A2000 | 15.6 inch FHD+ | Win 11 | Gray),Dell,Intel,i7,32.0,48.0,nvidia,SSD,1024,Windows 11,15.6,1920.0,1200.0,FHD,86.0,1,1.84,48990000.0,1920 x 1200
129,Dell Mobile Precision 5570 (Core i7-12800H | 32GB | 512GB | RTX A1000 | 15.6 inch FHD+ | Win 11 | Gray),Dell,Intel,i7,32.0,48.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1200.0,FHD,56.0,1,1.84,44990000.0,1920 x 1200
130,"Laptop Asus ROG Zephyrus G16 GU603VU-N3898W (Core™ i7-13620H | Ram 16GB | 512GB SSD | RTX 4050 6GB | 16.0inch FHD+, 165Hz | Win11SL | Xám)",Asus,Intel,i7,16.0,48.0,nvidia,SSD,512,Windows 11,16.0,1920.0,1200.0,FHD,90.0,1,2.0,44990000.0,"1920 x 1200, WUXGA"
131,Dell Mobile Precision 5570 (Core i9-12900H | 64GB | 512GB | RTX A2000 | 15.6 inch FHD+ | Win 11 | Gray),Dell,Intel,i9,64.0,96.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1200.0,FHD,56.0,1,1.84,58990000.0,1920 x 1200
132,Dell Mobile Precision 5570 (Core i9-12900H | 32GB | 512GB | RTX A2000 | 15.6 inch FHD+ | Win 11 | Gray),Dell,Intel,i9,32.0,48.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1200.0,FHD,86.0,1,1.84,54990000.0,1920 x 1200
133,Gigabyte AORUS 15 XE4-73VNB14GH (Core i7-12700H | 16GB | 512GB | RTX 3070Ti 8GB | 15.6inch QHD 165Hz | Win 11 | Đen),Dell,Intel,i7,16.0,24.0,nvidia,SSD,512,Windows 11,15.6,2560.0,1440.0,QHD,99.0,1,2.4,52990000.0,2560x1440
134,Dell Mobile Precision 5570 (Core i9-12900H | 32GB | 1TB | RTX A2000 | 15.6 inch UHD+ | Win 11 | Gray),Dell,Intel,i9,32.0,48.0,nvidia,SSD,1024,Windows 11,15.6,3840.0,2400.0,FHD,86.0,1,1.84,62990000.0,3840 x 2400
135,Gigabyte AORUS 17 XE5-73VN534GH,Dell,Intel,i7,16.0,24.0,nvidia,SSD,1024,Windows 11,15.6,1920.0,1080.0,FHD,99.0,1,2.7,51390000.0,1920x1080
136,Laptop Acer Predator Helios 300 PH315-55-751D NH.QFTSV.002 (Core i7-12700H | 16GB | 512GB | RTX 3070 Ti | 15.6 inch QHD | Win 11 | Đen),Acer,Intel,i7,16.0,32.0,nvidia,SSD,0,Windows 11,15.6,2560.0,1440.0,QHD,90.0,1,2.4,59990000.0,2560 x1440
137,Dell Mobile Precision 3571 (Core™ i7-12700H | 16GB | 512GB | RTX™ T600 | 15.6 inch FHD | Ubuntu Linux),Dell,Intel,i7,16.0,24.0,nvidia,SSD,512,Ubuntu,15.6,1920.0,1080.0,FHD,97.0,1,1.78,46990000.0,1920 x 1080
138,Laptop Acer Nitro 5 AN515-58-52SP NH.QFHSV.001 (Core™ i5-12500H | 8GB | 512GB | RTX™ 3050 4GB | 15.6 inch FHD | Win 11 | Đen),Acer,Intel,i5,8.0,32.0,nvidia,SSD,0,Windows 11,15.6,1920.0,1080.0,FHD,57.5,1,2.5,29490000.0,1920 x 1080
139,Dell Mobile Precision 5570 (Core i7-12800H | 16GB | 256GB | RTX™ A2000 | 15.6 inch UHD+ | Ubuntu Linux),Dell,Intel,i7,16.0,24.0,nvidia,SSD,256,Ubuntu,15.6,3840.0,2400.0,FHD,86.0,1,1.84,72990000.0,3840 x 2400
140,Gigabyte G5 GE-51VN213SH (Core i5-12500H | 16GB | 512GB | RTX 3050 4GB | 15.6 inch FHD | Win 11 | Đen),Dell,Intel,i5,16.0,64.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,48.96,1,2.0,26390000.0,1920x1080
141,Dell Mobile Precision 3571 (Core™ i7-12800H | 16GB | 512GB | RTX™ T600 | 15.6 inch FHD | Ubuntu Linux),Dell,Intel,i7,16.0,24.0,nvidia,SSD,512,Ubuntu,15.6,1920.0,1080.0,FHD,97.0,1,1.78,46990000.0,1920 x 1080
142,Gigabyte G7 KE-52VN263SH (Core i5-12500H | 8GB | 512GB | RTX 3060 6GB | 17.3 inch FHD | Win 11 | Đen),Dell,Intel,i5,8.0,12.0,nvidia,SSD,512,Windows 11,17.3,1920.0,1080.0,FHD,54.0,1,2.49,28990000.0,1920x1080
143,Gigabyte G5 ME-51VN263SH (Core i5-12500H | 8GB | 512GB | RTX 3050 Ti 4GB | 15.6 inch FHD 144Hz | Win 11 | Đen),Dell,Intel,i5,8.0,12.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,54.0,1,1.9,27090000.0,1920x1080
144,Gigabyte G5 GE-51VN263SH (Core i5-12500H | 8GB | 512GB | RTX 3050 4GB | 15.6 inch FHD 144Hz | Win 11 | Đen),Dell,Intel,i5,8.0,12.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,54.0,1,1.9,25590000.0,1920x1080
145,Gigabyte AORUS 5 SE4-73VN313SH (Core i7-12700H | 16GB | 512GB | RTX 3070 | 15.6inch FHD 240Hz | Win 11 | Đen),Dell,Intel,i7,16.0,24.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,99.0,1,2.3,45990000.0,1920 x 1080
146,Gigabyte G5 KE-52VN263SH (Core i5-12500H | 8GB | 512GB | RTX 3060 6GB | 15.6 inch FHD 144Hz | Win 11 | Đen),Dell,Intel,i5,8.0,12.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,54.0,1,1.99,27990000.0,1920x1080
147,"Laptop MSI Cyborg 15 A12VE 240VN (Core™ i7-12650H | Ram 8GB | 512GB SSD | RTX 4050 6GB | 15.6inch FHD, 144Hz | Win 11 | Đen)",MSI,Intel,i7,8.0,12.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,53.5,1,1.98,25490000.0,1920x1080
148,"Laptop MSI Katana 15 B13VFK 676VN (Core™ i7-13620H | 16GB | 1TB | RTX 4060 | 15.6inch FHD, 144Hz | Win 11 | Đen)",MSI,Intel,i7,16.0,24.0,nvidia,SSD,1024,Windows 11,15.6,1920.0,1080.0,FHD,53.5,1,2.25,31990000.0,1920 x 1080
149,"Laptop Asus ROG Strix SCAR 18 G834JY-N6039W (Core™ i9-13980HX | Ram 64GB | 2TB SSD | RTX™ 4090 16GB | 18inch QHD+, 240Hz | Win 11 | Đen) ",Asus,Intel,i9,64.0,96.0,nvidia,SSD,2048,Windows 11,15.6,1920.0,1080.0,QHD,90.0,1,3.1,117990000.0,WQXGA
150,"Laptop Asus ROG Strix SCAR 16 G634JZ-N4029W (Core™ i9-13980HX | Ram 32GB | 1TB SSD | RTX™ 4080 12GB | 16inch QHD+, 240Hz | Win 11 | Đen) ",Asus,Intel,i9,32.0,48.0,nvidia,SSD,1024,Windows 11,15.6,1920.0,1080.0,QHD,90.0,1,2.5,86990000.0,WQXGA
151,Dell Mobile Precision 7670 (Core i7-12850HX | 16GB | 512GB | RTX A2000 | 16 inch FHD+ | Win 11 | Silver),Dell,Intel,i7,16.0,24.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1200.0,FHD,83.0,1,2.67,46990000.0,1920 x 1200
152,Dell Mobile Precision 7670 (Core i7-12850HX | 32GB | 512GB | RTX A3000 | 16 inch FHD+ | Win 11 | Silver),Dell,Intel,i7,32.0,48.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1200.0,FHD,85.0,1,2.67,56990000.0,1920 x 1200
153,"Dell Mobile Precision 7670 (Core i7-12850HX | 32GB | 512GB | RTX A3000 | 16 inch UHD+, Touch | Win 10 | Silver)",Dell,Intel,i7,32.0,48.0,nvidia,SSD,512,Windows 10,15.6,3840.0,2400.0,FHD,83.0,1,2.67,61990000.0,3840 x 2400
154,Dell Mobile Precision 7670 (Core i7-12850HX | 32GB | 512GB | RTX A2000 | 16 inch FHD+ | Win 10 | Silver),Dell,Intel,i7,32.0,48.0,nvidia,SSD,512,Windows 10,15.6,1920.0,1200.0,FHD,83.0,1,2.67,49990000.0,1920 x 1200
155,Dell Mobile Precision 7770 (Core i7-12850HX | 32GB | 1TB | RTX A3000 | 17.3 inch FHD | Win 10 | Xám),Dell,Intel,i7,32.0,48.0,nvidia,SSD,1024,Windows 10,15.6,1920.0,1080.0,FHD,93.0,1,3.01,67990000.0,1920 x 1080
156,Dell Mobile Precision 7670 (Core i7-12850HX | 64GB | 512GB |RTX 3080 | 16 inch FHD+ | Win 11 | Silver),Dell,Intel,i7,64.0,96.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1200.0,FHD,83.0,1,2.67,83990000.0,1920 x 1200
157,Dell Mobile Precision 7770 (Core i9-12950HX | 64GB | 2TB | RTX A5500 | 17.3 inch FHD | Win 11 | Silver),Dell,Intel,i9,64.0,96.0,nvidia,SSD,2048,Windows 11,15.6,1920.0,1080.0,FHD,93.0,1,3.01,126990000.0,1920 x 1080
158,Dell Mobile Precision 3571 (Core™ i7-12800H | 32GB | 512GB | RTX A1000 | 15.6 inch UHD | Win 11 | Silver),Dell,Intel,i7,32.0,48.0,nvidia,SSD,512,Windows 11,15.6,3840.0,2160.0,FHD,97.0,1,1.78,38990000.0,3840 x 2160
159,Dell Mobile Precision 5470 (Core i7-12800H | 32GB | 512GB | RTX A1000 | 14 inch FHD+ | Win 10 | Gray),Dell,Intel,i7,32.0,48.0,nvidia,SSD,512,Windows 10,14,1920.0,1200.0,FHD,72.0,1,1.48,48990000.0,1920 x 1200
160,Laptop Acer Predator Helios Neo PHN16-71-7460 NH.QLTSV.004 (Intel Core i7-13700HX | 8GB | 512GB | RTX 4050 6GB | 16 inch WQXGA | Win 11 | Đen),Acer,Intel,i7,8.0,32.0,nvidia,SSD,0,Windows 11,16,2560.0,1600.0,FHD,90.0,1,2.6,38990000.0,2560x1600
161,Laptop Acer Nitro 17 Phoenix AN17-51-50B9 NH.QK5SV.001 (Core i5-13500H | 8GB | 512GB | RTX 4050 6GB | 17.3 inch FHD | Win 11 | Đen),Acer,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,17.3,1920.0,1080.0,FHD,90.0,1,3.0,35490000.0,1920 x 1080
162,Lpatop Acer Predator Helios 16 PH16-71-72BV NH.QJRSV.001 (Intel Core i7-13700HX | 16GB | 512GB | 16inch WQXGA | RTX 4070 8GB | Win 11 | Đen),Acer,Intel,i7,16.0,32.0,nvidia,SSD,0,Windows 11,16,2560.0,1600.0,FHD,90.0,1,2.6,55990000.0,2560 x 1600
163,"HP Victus 15-FA1093DX 2023 (Core i5-13420H, Ram 8GB, 512GB SSD, RTX 3050 6GB, 15.6inch FHD 144Hz, Xanh)",HP,Intel,i5,8.0,12.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,70.0,1,2.29,22990000.0,1920 x 1080
164,Laptop Acer Predator Helios Neo PHN16-71-54CD NH.QLTSV.001 (Intel Core i5-13500HX | 8GB | 512GB | RTX 4050 6GB | 16 inch WQXGA | Win 11 | Đen),Acer,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,16,2560.0,1600.0,FHD,90.0,1,2.6,35990000.0,2560x1600
165,"Gigabyte G5 MF-F2VN333SH (Core i5-12450H | Ram 8GB | 512GB SSD | RTX 4050 6GB | 15.6inch FHD, 144Hz | Win 11 | Đen)",Dell,Intel,i5,8.0,64.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,54.0,1,1.9,26290000.0,1920x1080
166,"Laptop MSI Katana 15 B13VGK 1211VN (Core™ i7-13620H | 16GB | 1TB | RTX 4070 | 15.6inch FHD, 144Hz | Win 11 | Đen)",MSI,Intel,i7,16.0,24.0,nvidia,SSD,1024,Windows 11,15.6,1920.0,1080.0,FHD,53.5,1,2.25,41990000.0,1920 x 1080
167,"Gigabyte G5 MF-F2VN313SH (Core i5-12450H | Ram 16GB | 512GB SSD | RTX 4050 6GB | 15.6inch FHD, 144Hz | Win 11 | Đen)",Dell,Intel,i5,16.0,64.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,54.0,1,1.9,26990000.0,1920x1080
168,Laptop Asus TUF Gaming F15 FX507ZC4-HN074W (Core i5-12500H | 8GB | 512GB | RTX 3050 4GB | 15.6inch FHD | Win 11 | Xám),Asus,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,56.0,1,2.2,23990000.0,1920 x 1080
169,Laptop Acer Gaming Aspire 7 A715-76G-59MW NH.QMYSV.001 (Core i5-12450H | 8GB | 512GB | RTX 2050 | 15.6 inch FHD 144Hz | Win 11 | Đen),Acer,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,50.0,1,2.1,21490000.0,1920 x 1080
170,"Dell Alienware M16 R1 (Core™ i9-13900HX, Ram 64GB, SSD 2TB, RTX™ 4090, 16inch FHD+ 480Hz)",Dell,Intel,i9,64.0,96.0,nvidia,SSD,2048,Windows 11,16,1920.0,1200.0,FHD,86.0,1,3.25,79990000.0,1920 x 1200
171,"Laptop Acer Gaming Aspire 7 A715-76G-5806 NH.QMFSV.002 (Core i5-12450H | RTX 3050 | 15.6 inch FHD, IPS, 144Hz | 16GB | 512GB SSD, Win 11)",Acer,Intel,i5,16.0,32.0,nvidia,SSD,0,Windows 11,15.6,1920.0,1080.0,FHD,50.0,1,2.1,22990000.0,1920 x 1080
172,HP VICTUS 15-fa1089TX 8C5M6PA (Core i7-13620H | 8GB | 512GB | RTX 3050 6GB | 15.6 inch FHD | Win 11 | Mica Silver),HP,Intel,i7,8.0,12.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,70.0,1,2.29,31290000.0,1920 x 1080
173,Laptop Asus TUF Gaming F15 FX507ZV4-LP042W (Core™ i7-12700H | Ram 16GB | 512GB SSD | RTX 4060 8GB | 15.6inch FHD | Win 11 | Đen),Asus,Intel,i7,16.0,24.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,90.0,1,2.2,33490000.0,1920 x 1080
174,"Gigabyte G5 KF-E3PH333SH (Core i5-12500H | Ram 8GB | 512GB SSD | RTX 4060 8GB | 15.6inch FHD, 144Hz | Win 11 | Đen)",Dell,Intel,i5,8.0,12.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,54.0,1,1.9,28990000.0,1920x1080
175,Gigabyte G5 MF5-H2VN353SH (Core i7-13620H | 16GB | 512GB | RTX 4050 6GB | 15.6inch FHD 144Hz | Win 11 | Đen),Dell,Intel,i7,16.0,64.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,54.0,1,2.08,27990000.0,1920x1080
176,Laptop Gigabyte G5 MF5-52VN353SH (Core i5-13500H | 16GB | 512GB | RTX 4050 6GB | 15.6inch FHD 144Hz | Win 11 | Đen),Dell,Intel,i5,16.0,64.0,nvidia,SSD,0,Windows 11,15.6,1920.0,1080.0,FHD,54.0,1,2.08,25990000.0,1920x1080
177,Dell Mobile Precision Workstation 3581 71024679 (Intel Core i7-13800H | 32GB | 1TB | A1000 6GB | 15.6 inch FHD |  Win 11 Pro),Dell,Intel,i7,32.0,48.0,nvidia,SSD,1024,Windows 11,15.6,1920.0,1080.0,FHD,64.0,1,1.795,56990000.0,1920 x 1080
178,Laptop Acer Nitro V ANV15-51-55CA NH.QN8SV.004 (Core i5-13420H | 16GB | 512GB | RTX 4050 6GB | 15.6 inch FHD | Win 11 | Đen),Acer,Intel,i5,16.0,32.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,57.5,1,2.5,27990000.0,1920 x 1080
179,Dell Mobile Precision Workstation 3581 71024677 (Intel Core i7-13800H | 32GB | 1TB | A500 4GB | 15.6 inch FHD |  Win 11 Pro),Dell,Intel,i7,32.0,48.0,nvidia,SSD,1024,Windows 11,15.6,1920.0,1080.0,FHD,64.0,1,1.795,53990000.0,1920 x 1080
180,Dell Mobile Precision Workstation 7680 71024681 (Core i7-13850HX | 32GB | 1TB | RTX 2000 Ada 8GB | 16 inch FHD+ | Win 11 Pro),Dell,Intel,i7,32.0,64.0,nvidia,SSD,1024,Windows 11,16,1920.0,1200.0,FHD,83.0,1,2.67,80990000.0,1920x1200
181,Dell Mobile Precision Workstation 5680 71024680 (Intel Core i9-13900H | 32GB | 1TB | RTX 2000 | 16 inch FHD+ | Win 11 Pro),Dell,Intel,i9,32.0,48.0,nvidia,SSD,1024,Windows 11,16,1920.0,1200.0,FHD,100.0,1,2.2,99990000.0,1920x1200
182,Dell Mobile Precision Workstation 7680 71024676 (Core i9-13950HX  | 32GB | 1TB | RTX 2000 Ada 8GB | 16 inch FHD+ | Win 11 Pro),Dell,Intel,i9,32.0,64.0,nvidia,SSD,1024,Windows 11,16,1920.0,1200.0,FHD,83.0,1,2.67,87990000.0,1920x1200
183,"Dell Alienware X14 R2 (Core™ i5 - 13420H, Ram 16GB, SSD 512GB, RTX™ 3050, FHD+ 165Hz)",Dell,Intel,i5,16.0,24.0,nvidia,SSD,512,Windows 11,14,1920.0,1200.0,FHD,90.0,1,1.91,44990000.0,1920 x 1200
184,Laptop Asus TUF Gaming F15 FX506HF-HN078W (Core™ i5-11260H | Ram 16GB | 512GB SSD | RTX 2050 | 15.6inch FHD 144Hz | Win 11 | Đen,Asus,Intel,i5,16.0,32.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,48.0,1,2.3,20990000.0,1920x1080
185,"Dell Alienware X14 R2 (Core™ i7- 13620H, Ram 16GB, SSD 512GB, RTX™ 4050, FHD+ 165Hz)",Dell,Intel,i7,16.0,24.0,nvidia,SSD,512,Windows 11,14,1920.0,1090.0,FHD,90.0,1,1.91,52990000.0,1920 x 1090
186,"Dell Alienware X14 R2 (Core™ i7- 13620H, Ram 32GB, SSD 2TB, RTX™ 4060, QHD+ 165Hz)",Dell,Intel,i7,32.0,48.0,nvidia,SSD,2048,Windows 11,14,2560.0,1600.0,QHD,90.0,1,1.91,55990000.0,2560 x 1600
187,"Dell Alienware X16 R1 (Core™ i7-13700H, Ram 16GB, SSD 1TB, RTX™ 4060, QHD+ 165Hz)",Dell,Intel,i7,16.0,24.0,nvidia,SSD,1024,Windows 11,16,2560.0,1600.0,QHD,90.0,1,2.57,49990000.0,2560 x 1600
188,"Dell Alienware X16 R1 (Core™ i9 13900HK, Ram 32GB, SSD 1TB, RTX™ 4080, QHD+ 165Hz)",Dell,Intel,i9,32.0,48.0,nvidia,SSD,1024,Windows 11,16,2560.0,1600.0,QHD,90.0,1,2.57,77990000.0,2560 x 1600
189,"Dell Alienware X16 R1 (Core™ i9-13900HK, Ram 32GB, SSD 512GB, RTX™ 4080, QHD+ 165Hz)",Dell,Intel,i9,32.0,48.0,nvidia,SSD,512,Windows 11,16,2560.0,1600.0,QHD,90.0,1,2.57,75990000.0,2560 x 1600
190,"Dell Alienware X16 R1 (Core™ i9 13900HK, Ram 32GB, SSD 2TB, RTX™ 4090, QHD+ 165Hz)",Dell,Intel,i9,32.0,48.0,nvidia,SSD,2048,Windows 11,16,2560.0,1600.0,QHD,90.0,1,2.57,88990000.0,2560 x 1600
191,"Dell Alienware X16 R1 (Core™ i9 13900HK, Ram 32GB, SSD 2TB, RTX™ 4080, QHD+ 165Hz)",Dell,Intel,i9,32.0,48.0,nvidia,SSD,2048,Windows 11,16,2560.0,1600.0,QHD,90.0,1,2.57,80990000.0,2560 x 1600
192,"Laptop Acer Predator Helios 18 PH18-72-908N NH.QP4SV.001 (Core i9-14900HX | 32GB | 4TB | 18 inch 2K+, 250Hz | RTX 4090 | Win 11 | Đen)",Acer,Intel,i9,32.0,32.0,nvidia,SSD,0,Windows 11,18,2560.0,1600.0,2K,90.0,1,3.25,104990000.0,"WQXGA, 2560 x 1600"
193,"Laptop Acer Predator Helios 16 PH16-72-95ZM NH.QNZSV.008 (Core i9-14900HX | 32GB | 2TB | 16 inch 2K, 250Hz | RTX 4080 | Win 11 | Đen)",Acer,Intel,i9,32.0,32.0,nvidia,SSD,0,Windows 11,16,2560.0,1600.0,2K,90.0,1,2.7,78990000.0,"WQXGA , 2560 x 1600"
194,Laptop Acer Predator Helios Neo 16 PHN16-72-94KC NH.QNMSV.005 (Intel Core i9-14900HX | 16GB | 1TB | RTX 4070 8GB | 16inch WQXGA 240Hz | Win 11 | Đen),Acer,Intel,i9,16.0,32.0,nvidia,SSD,1024,Windows 11,16,2560.0,1600.0,FHD,90.0,1,2.8,56990000.0,2560 x 1600
195,Laptop MSI Thin 15 B13UC 1411VN (Core™ i7-13620H | 8GB | 512GB | RTX 3050 | 15.6 inch FHD 144Hz | Win 11 | Xám),MSI,Intel,i7,8.0,12.0,nvidia,SSD,512,Windows 11,15.6,1920.0,1080.0,FHD,52.4,1,1.86,21990000.0,1920 x 1080
